"Instruction","Column","df_name","Example","Rationale","Description","PM_Metric","Code 1","Code 2","Code 3","errors","pred_col","num_rows_different"
"Create a column called ""paid_nothing"" which is a boolean. Defined as TRUE if and only if per case the column ""maxotalPaymentAmount"" is smaller equal to 0. Make sure the value for ""paid_nothing"" is the same across all rows of a case.","paid_nothing","2","0         True
1         True
2         True
3         True
4         True
          ... 
561465    True
561466    True
561467    True
561468    True
561469    True
Name: paid_nothing, Length: 561470, dtype: bool","No rationale","No description","0.0","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create new column based on the instructions
dp['maxTotalPaymentAmount'] = dp.groupby('case_concept_name')['totalPaymentAmount'].transform('max')
dp['paid_nothing'] = (dp['maxTotalPaymentAmount'] <= 0)
dp.drop(columns=['maxTotalPaymentAmount'], inplace=True)

# Update the database table with the new column now referred to as paid_nothing
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN paid_nothing BOOLEAN"")  # Assuming ""paid_nothing"" is a boolean type
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         True
1         True
2         True
3         True
4         True
          ... 
561465    True
561466    True
561467    True
561468    True
561469    True
Name: paid_nothing, Length: 561470, dtype: bool","0"
"Create a column called ""appeal_judge_cancelled"" which is a boolean on a per case basis. TRUE if the column ""appealed_to_judge"" == TRUE AND the column ""dismissed_by_judge"" == FALSE, if else ""appeal_judge_cancelled"" == FALSE. Make sure all values of ""appeal_judge_cancelled"" are the same across all rows of a case.","appeal_judge_cancelled","2","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: appeal_judge_cancelled, Length: 561470, dtype: bool","No rationale","No description","0.0","
# Create 'appealed_to_judge' and 'dismissed_by_judge' columns
dp['appealed_to_judge'] = dp.groupby('case_concept_name')['concept_name'].transform(lambda x: 'Appeal to Judge' in x.values)
dp['dismissed_by_judge'] = dp['dismissal'] == 'G'

# Create 'appeal_judge_cancelled' column
dp['appeal_judge_cancelled'] = dp.groupby('case_concept_name').apply(
    lambda x: (x['appealed_to_judge'].any() & ~x['dismissed_by_judge'].any())
).astype(bool)

# Drop temporary columns
dp.drop(columns=['appealed_to_judge', 'dismissed_by_judge'], inplace=True)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN appeal_judge_cancelled BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[""name 'dp' is not defined\\nStack trace:\\nLine 3: dp['appealed_to_judge'] = dp.groupby('case_concept_name')['concept_name'].transform(lambda x: 'Appeal to Judge' in x.values)""]","error","561470"
"Create a column called ""appeal_prefecture_cancelled"" which is a boolean on a per case basis. TRUE if the column ""appealed_to_prefecture"" == TRUE AND the column ""dismissed_by_prefecture"" == FALSE, if else ""appeal_prefecture_cancelled"" == FALSE. Make sure all values of ""appeal_prefecture_cancelled"" are the same across all rows of a case.","appeal_prefecture_cancelled","2","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: appeal_prefecture_cancelled, Length: 561470, dtype: bool","No rationale","No description","0.0","
# Create new columns based on the instructions
dp['appealed_to_prefecture'] = dp.groupby('case_concept_name')['concept_name'].transform(lambda x: 'Send Appeal to Prefecture' in x.values)
dp['dismissed_by_prefecture'] = dp['dismissal'] == '#'

# Create the ""appeal_prefecture_cancelled"" column
dp['appeal_prefecture_cancelled'] = dp.groupby('case_concept_name').apply(
    lambda x: (x['appealed_to_prefecture'].any() & ~x['dismissed_by_prefecture'].any())
).astype(bool)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN appeal_prefecture_cancelled BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[""name 'dp' is not defined\\nStack trace:\\nLine 3: dp['appealed_to_prefecture'] = dp.groupby('case_concept_name')['concept_name'].transform(lambda x: 'Send Appeal to Prefecture' in x.values)""]","error","561470"
"Create a column called ""fully_paid"" which is a boolean, TRUE if ""outstanding_balance"" <= 0, if else FALSE, for every case in the event log, make sure ""fully_paid"" is the same for every row in a case","fully_paid","3","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: fully_paid, Length: 561470, dtype: bool","No rationale","No description","0.0","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Calculate the outstanding balance for each case
dp['outstanding_balance'] = dp['amount'] + dp['expense'] - dp['totalPaymentAmount']

# Determine if the case is fully paid
case_fully_paid = dp.groupby('case_concept_name')['outstanding_balance'].transform(lambda x: (x <= 0).all())

# Create the 'fully_paid' column
dp['fully_paid'] = case_fully_paid.astype(bool)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN fully_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: fully_paid, Length: 561470, dtype: bool","161157"
"Create a column called ""overpaid"" which is a boolean. TRUE if on a per case basis, the column ""outstanding_balance"" is smaller than 0. False if else. Make sure the value for ""overpaid"" is the same across all rows of a case.","overpaid","3","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: overpaid, Length: 561470, dtype: bool","No rationale","No description","0.0","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Calculate outstanding_balance per case
dp['outstanding_balance'] = dp.groupby('case_concept_name').apply(lambda x: x['amount'].max() + x['expense'].max() - x['totalPaymentAmount'].max()).reset_index(drop=True)

# Create the ""overpaid"" column
dp['overpaid'] = dp.groupby('case_concept_name')['outstanding_balance'].transform(lambda x: (x < 0).any()).astype(bool)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN overpaid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: overpaid, Length: 561470, dtype: bool","17482"
"Create a column called ""underpaid"" which is a boolean. TRUE if on a per case basis, the column ""outstanding_balance"" is larger than 0. False if else. Make sure the value for ""underpaid"" is the same across all rows of a case.","underpaid","3","0         True
1         True
2         True
3         True
4         True
          ... 
561465    True
561466    True
561467    True
561468    True
561469    True
Name: underpaid, Length: 561470, dtype: bool","No rationale","No description","0.0","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Calculate the outstanding balance per case
dp['outstanding_balance'] = dp.groupby('case_concept_name').apply(
    lambda x: x['amount'].max() + x['expense'].max() - x['totalPaymentAmount'].max()
).reset_index(level=0, drop=True)

# Create the 'underpaid' column
dp['underpaid'] = dp.groupby('case_concept_name')['outstanding_balance'].transform(lambda x: x.max() > 0)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN underpaid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0          True
1          True
2          True
3          True
4          True
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: underpaid, Length: 561470, dtype: bool","329580"
"Create a column called ""credit_collected_AND_fully_paid"" which is a boolean. Defined as TRUE if per case any of the rows are TRUE in the column ""fully_paid"" and TRUE for the column ""credit_collected"". If Else False. Make sure the value for ""credit_collected_AND_fully_paid"" is the same across all rows of a case. ","credit_collected_AND_fully_paid","4","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: credit_collected_AND_fully_paid, Length: 561470, dtype: bool","No rationale","No description","0.0","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create new column 'fully_paid'
dp['fully_paid'] = (dp['totalPaymentAmount'] >= dp['amount'] + dp['expense'])

# Create new column 'credit_collected'
dp['credit_collected'] = dp['concept_name'] == 'Send for Credit Collection'

# Create new column 'credit_collected_AND_fully_paid'
dp['credit_collected_AND_fully_paid'] = dp.groupby('case_concept_name').apply(
    lambda x: (x['fully_paid'] & x['credit_collected']).any()
).reindex(dp.index, method='ffill')

# Convert 'credit_collected_AND_fully_paid' to boolean
dp['credit_collected_AND_fully_paid'] = dp['credit_collected_AND_fully_paid'].astype(bool)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN credit_collected_AND_fully_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[""'<' not supported between instances of 'int' and 'str'\\nStack trace:\\nLine 18: ).reindex(dp.index, method='ffill')""]","error","561470"
"Create a column called ""dismissed_AND_fully_paid"" which is a boolean. Defined as TRUE if per case any of the rows are TRUE in the column ""dismissed"" and TRUE for the column ""fully_paid"". If Else False. Make sure the value for ""dismissed_AND_fully_paid"" is the same across all rows of a case. ","dismissed_AND_fully_paid","4","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: dismissed_AND_fully_paid, Length: 561470, dtype: bool","No rationale","No description","0.0","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create a new column ""fully_paid"" which is TRUE if totalPaymentAmount is equal to amount + expense
dp['fully_paid'] = dp['totalPaymentAmount'] >= (dp['amount'] + dp['expense'])

# Create a new column ""dismissed"" which is TRUE if dismissal is not NIL
dp['dismissed'] = dp['dismissal'].isin(['G', '#'])

# Create the ""dismissed_AND_fully_paid"" column
dp['dismissed_AND_fully_paid'] = dp.groupby('case_concept_name').apply(
    lambda x: (x['dismissed'].any() & x['fully_paid'].any())
).reset_index(drop=True)

# Ensure the column is boolean
dp['dismissed_AND_fully_paid'] = dp['dismissed_AND_fully_paid'].astype(bool)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN dismissed_AND_fully_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3          True
4         False
          ...  
561465     True
561466     True
561467     True
561468     True
561469     True
Name: dismissed_AND_fully_paid, Length: 561470, dtype: bool","413165"
"Create a column called ""overpaid_amount"" which is an integer. Defined as 0 if the column ""overpaid"" == FALSE. If ""overpaid"" == TURE it is the difference between 0 and the column ""outstanding_balance"" (take the absolute value to avoid negative values. Make sure the value for ""overpaid_amount"" is the same across all rows of a case.","overpaid_amount","4","0         0
1         0
2         0
3         0
4         0
         ..
561465    0
561466    0
561467    0
561468    0
561469    0
Name: overpaid_amount, Length: 561470, dtype: int64","No rationale","No description","0.0","
# Create a new column 'overpaid' to determine if a case is overpaid
dp['overpaid'] = (dp['totalPaymentAmount'] > (dp['amount'] + dp['expense'])).astype(bool)

# Calculate 'outstanding_balance' for each row
dp['outstanding_balance'] = dp['totalPaymentAmount'] - (dp['amount'] + dp['expense'])

# Create 'overpaid_amount' column
dp['overpaid_amount'] = dp.groupby('case_concept_name')['overpaid'].transform(
    lambda x: abs(dp.loc[x.index, 'outstanding_balance']) if x.all() else 0
)

# Ensure 'overpaid_amount' is an integer and has no NaN values
dp['overpaid_amount'] = dp['overpaid_amount'].fillna(0).astype(int)

# Update the database table with the new column 'overpaid_amount'
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN overpaid_amount INTEGER"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[""name 'dp' is not defined\\nStack trace:\\nLine 3: dp['overpaid'] = (dp['totalPaymentAmount'] > (dp['amount'] + dp['expense'])).astype(bool)""]","error","561470"
"Create a column called ""underpaid_amount"" which is a integer. Defined as 0 if the column ""underpaid"" == FALSE. If ""underpaid"" == TURE it is equal to the value of the column ""outstanding_balance"". Make sure the value for ""underpaid_amount"" is the same across all rows of a case.","underpaid_amount","4","0          4600
1          4600
2          8250
3          8250
4          8250
          ...  
561465    27716
561466    27716
561467    27716
561468    27716
561469    27716
Name: underpaid_amount, Length: 561470, dtype: int64","No rationale","No description","0.0","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create a new column ""underpaid"" to determine if a case is underpaid
dp['underpaid'] = dp['amount'] > dp['totalPaymentAmount']

# Create a new column ""outstanding_balance"" to calculate the outstanding balance
dp['outstanding_balance'] = dp['amount'] - dp['totalPaymentAmount']

# Create the new column ""underpaid_amount""
dp['underpaid_amount'] = dp.apply(lambda row: row['outstanding_balance'] if row['underpaid'] else 0, axis=1)

# Ensure ""underpaid_amount"" is consistent across all rows of a case
dp['underpaid_amount'] = dp.groupby('case_concept_name')['underpaid_amount'].transform('max')

# Convert ""underpaid_amount"" to integer type
dp['underpaid_amount'] = dp['underpaid_amount'].fillna(0).astype(int)

# Update the database table with the new column ""underpaid_amount""
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN underpaid_amount INTEGER"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0          3500
1          3500
2          7150
3          7150
4          7150
          ...  
561465    26200
561466    26200
561467    26200
561468    26200
561469    26200
Name: underpaid_amount, Length: 561470, dtype: int64","550357"
"Create a column called ""part_paid"" which is a boolean. TRUE if on a per case basis, the column ""fully_paid"" AND ""paid_nothing""are equal to FALSE. If Either ""fully_paid"" OR ""paid_nothing"" == TRUE, ""part_paid"" == FALSE. Make sure the value for ""part_paid"" is the same across all rows of a case. ","part_paid","4","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: part_paid, Length: 561470, dtype: bool","No rationale","No description","0.0","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create 'fully_paid' and 'paid_nothing' columns
dp['fully_paid'] = dp.groupby('case_concept_name')['totalPaymentAmount'].transform('max') >= dp.groupby('case_concept_name')['amount'].transform('max')
dp['paid_nothing'] = dp.groupby('case_concept_name')['totalPaymentAmount'].transform('max') == 0

# Create 'part_paid' column
dp['part_paid'] = ~(dp['fully_paid'] | dp['paid_nothing'])

# Ensure 'part_paid' is consistent across all rows of a case
dp['part_paid'] = dp.groupby('case_concept_name')['part_paid'].transform('max')

# Convert 'part_paid' to boolean
dp['part_paid'] = dp['part_paid'].astype(bool)

cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN part_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: part_paid, Length: 561470, dtype: bool","5735"
