"Instruction","Column","df_name","Example","Rationale","Description","PM_Metric","Code 1","Code 2","Code 3","errors","pred_col","num_rows_different"
"Create a column called ""outstanding_balance"", as type int, which is defined as ""amount_last"" + ""expense_sum"" - ""maxtotalPaymentAmount"" for only the last row/event per case (i.e only consider the last row for each case during the calculation), make sure ""outstanding_balance"" is the same for every row in a case.","outstanding_balance","2","0          4600
1          4600
2          8250
3          8250
4          8250
          ...  
561465    27716
561466    27716
561467    27716
561468    27716
561469    27716
Name: outstanding_balance, Length: 561470, dtype: int64","No rationale","- 'outstanding_balance' (int): The calculated outstanding balance for each case, determined by ""amount_last"" + ""expense_sum"" - ""maxtotalPaymentAmount"" based on the last event in the case. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Calculate the outstanding balance for the last event in each case
last_events = dp.sort_values('time_timestamp').groupby('case_concept_name').tail(1)
last_events['outstanding_balance'] = last_events['amount_last'] + last_events['expense_sum'] - last_events['maxtotalPaymentAmount']

# Merge the outstanding balance back to the original dataframe
dp = pd.merge(dp, last_events[['case_concept_name', 'outstanding_balance']], on='case_concept_name', how='left')

# Ensure 'outstanding_balance' is of integer type and has no NaN values
dp['outstanding_balance'] = dp['outstanding_balance'].fillna(0).astype(int)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN outstanding_balance INTEGER"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0          4600
1          4600
2          8250
3          8250
4          8250
          ...  
561465    27716
561466    27716
561467    27716
561468    27716
561469    27716
Name: outstanding_balance, Length: 561470, dtype: int64","0"
"Create a column called ""credit_collected_AND_dismissed"" which is a boolean. Defined as TRUE if per case any of the rows are TRUE in the column ""dismissed"" and TRUE for the column ""credit_collected"". If Else False. Make sure the value for ""credit_collected_AND_dismissed"" is the same across all rows of a case. ","credit_collected_AND_dismissed","2","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: credit_collected_AND_dismissed, Length: 561470, dtype: bool","No rationale","- 'credit_collected_AND_dismissed' (boolean): TRUE if both 'dismissed' and 'credit_collected' are TRUE for any row within a case, indicating the fine was dismissed and the case was sent for credit collection; FALSE otherwise. This value is consistent across all rows of the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create the 'credit_collected_AND_dismissed' column
credit_collected_and_dismissed = dp.groupby('case_concept_name').apply(
    lambda x: (x['dismissed'].any() and x['credit_collected'].any())
).reset_index(name='credit_collected_AND_dismissed')

# Merge the result back to the original dataframe
dp = pd.merge(dp, credit_collected_and_dismissed, on='case_concept_name', how='left')

# Ensure 'credit_collected_AND_dismissed' is of boolean type
dp['credit_collected_AND_dismissed'] = dp['credit_collected_AND_dismissed'].astype(bool)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN credit_collected_AND_dismissed BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: credit_collected_AND_dismissed, Length: 561470, dtype: bool","0"
"Create a column called ""paid_nothing"" which is a boolean. Defined as TRUE if and only if per case the column ""maxotalPaymentAmount"" is smaller equal to 0. Make sure the value for ""paid_nothing"" is the same across all rows of a case.","paid_nothing","2","0         True
1         True
2         True
3         True
4         True
          ... 
561465    True
561466    True
561467    True
561468    True
561469    True
Name: paid_nothing, Length: 561470, dtype: bool","No rationale","- 'paid_nothing' (boolean): TRUE if the maximum 'maxtotalPaymentAmount' for a case is less than or equal to 0, indicating no payment was made; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine if 'maxotalPaymentAmount' is less than or equal to 0 for each case
dp['paid_nothing'] = dp.groupby('case_concept_name')['maxtotalPaymentAmount'].transform(lambda x: x.max() <= 0)

# Update the database table with the new column 'paid_nothing'
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN paid_nothing BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         True
1         True
2         True
3         True
4         True
          ... 
561465    True
561466    True
561467    True
561468    True
561469    True
Name: paid_nothing, Length: 561470, dtype: bool","0"
"Create a column called ""appeal_judge_cancelled"" which is a boolean on a per case basis. TRUE if the column ""appealed_to_judge"" == TRUE AND the column ""dismissed_by_judge"" == FALSE, if else ""appeal_judge_cancelled"" == FALSE. Make sure all values of ""appeal_judge_cancelled"" are the same across all rows of a case.","appeal_judge_cancelled","2","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: appeal_judge_cancelled, Length: 561470, dtype: bool","No rationale","- 'appeal_judge_cancelled' (boolean): TRUE if a case has an appeal to a judge ('appealed_to_judge' is TRUE) and the appeal was not dismissed by the judge ('dismissed_by_judge' is FALSE); FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create the 'appeal_judge_cancelled' column
# TRUE if 'appealed_to_judge' is TRUE and 'dismissed_by_judge' is FALSE
# FALSE otherwise
dp['appeal_judge_cancelled'] = dp.apply(lambda row: row['appealed_to_judge'] and not row['dismissed_by_judge'], axis=1)

# Ensure 'appeal_judge_cancelled' is consistent across all rows of a case
dp['appeal_judge_cancelled'] = dp.groupby('case_concept_name')['appeal_judge_cancelled'].transform('first')

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN appeal_judge_cancelled BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: appeal_judge_cancelled, Length: 561470, dtype: bool","0"
"Create a column called ""appeal_prefecture_cancelled"" which is a boolean on a per case basis. TRUE if the column ""appealed_to_prefecture"" == TRUE AND the column ""dismissed_by_prefecture"" == FALSE, if else ""appeal_prefecture_cancelled"" == FALSE. Make sure all values of ""appeal_prefecture_cancelled"" are the same across all rows of a case.","appeal_prefecture_cancelled","2","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: appeal_prefecture_cancelled, Length: 561470, dtype: bool","No rationale","- 'appeal_prefecture_cancelled' (boolean): TRUE if the case has an appeal to the prefecture ('appealed_to_prefecture' is TRUE) and the appeal was not dismissed by the prefecture ('dismissed_by_prefecture' is FALSE); FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create 'appeal_prefecture_cancelled' column
# TRUE if 'appealed_to_prefecture' is TRUE and 'dismissed_by_prefecture' is FALSE
# FALSE otherwise
dp['appeal_prefecture_cancelled'] = dp.apply(
    lambda row: row['appealed_to_prefecture'] and not row['dismissed_by_prefecture'], axis=1
)

# Ensure 'appeal_prefecture_cancelled' is consistent across all rows of a case
dp['appeal_prefecture_cancelled'] = dp.groupby('case_concept_name')['appeal_prefecture_cancelled'].transform('max')

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN appeal_prefecture_cancelled BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: appeal_prefecture_cancelled, Length: 561470, dtype: bool","0"
"Create a column called ""fully_paid"" which is a boolean, TRUE if ""outstanding_balance"" <= 0, if else FALSE, for every case in the event log, make sure ""fully_paid"" is the same for every row in a case","fully_paid","3","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: fully_paid, Length: 561470, dtype: bool","No rationale","- 'fully_paid' (boolean): TRUE if the 'outstanding_balance' for a case is less than or equal to 0, indicating the balance is fully paid; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine if the outstanding balance is fully paid for each case
fully_paid_cases = dp.groupby('case_concept_name')['outstanding_balance'].first() <= 0

# Map the result back to the original dataframe
dp['fully_paid'] = dp['case_concept_name'].map(fully_paid_cases)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN fully_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: fully_paid, Length: 561470, dtype: bool","0"
"Create a column called ""overpaid"" which is a boolean. TRUE if on a per case basis, the column ""outstanding_balance"" is smaller than 0. False if else. Make sure the value for ""overpaid"" is the same across all rows of a case.","overpaid","3","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: overpaid, Length: 561470, dtype: bool","No rationale","- 'overpaid' (boolean): TRUE if the 'outstanding_balance' for a case is less than 0, indicating the case has been overpaid; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create the 'overpaid' column based on 'outstanding_balance'
dp['overpaid'] = dp.groupby('case_concept_name')['outstanding_balance'].transform(lambda x: x < 0)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN overpaid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: overpaid, Length: 561470, dtype: bool","0"
"Create a column called ""underpaid"" which is a boolean. TRUE if on a per case basis, the column ""outstanding_balance"" is larger than 0. False if else. Make sure the value for ""underpaid"" is the same across all rows of a case.","underpaid","3","0         True
1         True
2         True
3         True
4         True
          ... 
561465    True
561466    True
561467    True
561468    True
561469    True
Name: underpaid, Length: 561470, dtype: bool","No rationale","- 'underpaid' (boolean): TRUE if the 'outstanding_balance' for a case is greater than 0, indicating the case is underpaid; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create the 'underpaid' column based on 'outstanding_balance'
dp['underpaid'] = dp['outstanding_balance'] > 0

# Ensure 'underpaid' is consistent across all rows of a case
dp['underpaid'] = dp.groupby('case_concept_name')['underpaid'].transform('first')

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN underpaid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         True
1         True
2         True
3         True
4         True
          ... 
561465    True
561466    True
561467    True
561468    True
561469    True
Name: underpaid, Length: 561470, dtype: bool","0"
"Create a column called ""credit_collected_AND_fully_paid"" which is a boolean. Defined as TRUE if per case any of the rows are TRUE in the column ""fully_paid"" and TRUE for the column ""credit_collected"". If Else False. Make sure the value for ""credit_collected_AND_fully_paid"" is the same across all rows of a case. ","credit_collected_AND_fully_paid","4","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: credit_collected_AND_fully_paid, Length: 561470, dtype: bool","No rationale","- 'credit_collected_AND_fully_paid' (boolean): TRUE if any row within a case has both 'credit_collected' and 'fully_paid' as TRUE, indicating that the case was sent for credit collection and the balance is fully paid; FALSE otherwise. This value is consistent across all rows of the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine if both 'credit_collected' and 'fully_paid' are TRUE for any row within a case
dp['credit_collected_AND_fully_paid'] = dp.groupby('case_concept_name').apply(
    lambda x: (x['credit_collected'] & x['fully_paid']).any()
).reset_index(drop=True)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN credit_collected_AND_fully_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine if both 'credit_collected' and 'fully_paid' are TRUE for any row within a case
dp['credit_collected_AND_fully_paid'] = (dp['credit_collected'] & dp['fully_paid'])

# Group by case and check if any row in the group is TRUE
dp['credit_collected_AND_fully_paid'] = dp.groupby('case_concept_name')['credit_collected_AND_fully_paid'].transform('any')

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN credit_collected_AND_fully_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: credit_collected_AND_fully_paid, Length: 561470, dtype: bool","0"
"Create a column called ""dismissed_AND_fully_paid"" which is a boolean. Defined as TRUE if per case any of the rows are TRUE in the column ""dismissed"" and TRUE for the column ""fully_paid"". If Else False. Make sure the value for ""dismissed_AND_fully_paid"" is the same across all rows of a case. ","dismissed_AND_fully_paid","4","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: dismissed_AND_fully_paid, Length: 561470, dtype: bool","No rationale","- 'dismissed_AND_fully_paid' (boolean): TRUE if any row within a case has both 'dismissed' and 'fully_paid' as TRUE, indicating the fine was dismissed and the balance is fully paid; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine if both 'dismissed' and 'fully_paid' are TRUE for any row in a case
dp['dismissed_AND_fully_paid'] = dp.groupby('case_concept_name').apply(
    lambda x: (x['dismissed'] & x['fully_paid']).any()
).reset_index(drop=True)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN dismissed_AND_fully_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create a boolean column for 'dismissed_AND_fully_paid'
dp['dismissed_AND_fully_paid'] = (dp['dismissed'] & dp['fully_paid'])

# Ensure the value is consistent across all rows of a case
dismissed_and_fully_paid_per_case = dp.groupby('case_concept_name')['dismissed_AND_fully_paid'].max().reset_index()

# Merge back to the original dataframe
dp = pd.merge(dp, dismissed_and_fully_paid_per_case, on='case_concept_name', suffixes=('', '_case'), how='left')

dp['dismissed_AND_fully_paid'] = dp['dismissed_AND_fully_paid_case']
dp.drop(columns=['dismissed_AND_fully_paid_case'], inplace=True)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN dismissed_AND_fully_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: dismissed_AND_fully_paid, Length: 561470, dtype: bool","0"
"Create a column called ""overpaid_amount"" which is an integer. Defined as 0 if the column ""overpaid"" == FALSE. If ""overpaid"" == TURE it is the difference between 0 and the column ""outstanding_balance"" (take the absolute value to avoid negative values. Make sure the value for ""overpaid_amount"" is the same across all rows of a case.","overpaid_amount","4","0         0
1         0
2         0
3         0
4         0
         ..
561465    0
561466    0
561467    0
561468    0
561469    0
Name: overpaid_amount, Length: 561470, dtype: int64","No rationale","- 'overpaid_amount' (int): The absolute value of 'outstanding_balance' if 'overpaid' is TRUE, indicating the amount overpaid; otherwise, 0. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Calculate 'overpaid_amount' based on 'overpaid' and 'outstanding_balance'
dp['overpaid_amount'] = dp.apply(lambda row: abs(row['outstanding_balance']) if row['overpaid'] else 0, axis=1)

# Ensure 'overpaid_amount' is of integer type
dp['overpaid_amount'] = dp['overpaid_amount'].fillna(0).astype(int)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN overpaid_amount INTEGER"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         0
1         0
2         0
3         0
4         0
         ..
561465    0
561466    0
561467    0
561468    0
561469    0
Name: overpaid_amount, Length: 561470, dtype: int64","0"
"Create a column called ""underpaid_amount"" which is a integer. Defined as 0 if the column ""underpaid"" == FALSE. If ""underpaid"" == TURE it is equal to the value of the column ""outstanding_balance"". Make sure the value for ""underpaid_amount"" is the same across all rows of a case.","underpaid_amount","4","0          4600
1          4600
2          8250
3          8250
4          8250
          ...  
561465    27716
561466    27716
561467    27716
561468    27716
561469    27716
Name: underpaid_amount, Length: 561470, dtype: int64","No rationale","- 'underpaid_amount' (int): The value of 'outstanding_balance' if 'underpaid' is TRUE, indicating the amount underpaid; otherwise, 0. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create the 'underpaid_amount' column
# It is 0 if 'underpaid' is FALSE, otherwise it is equal to 'outstanding_balance'
dp['underpaid_amount'] = dp.apply(lambda row: row['outstanding_balance'] if row['underpaid'] else 0, axis=1)

# Ensure 'underpaid_amount' is of integer type and has no NaN values
dp['underpaid_amount'] = dp['underpaid_amount'].fillna(0).astype(int)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN underpaid_amount INTEGER"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0          4600
1          4600
2          8250
3          8250
4          8250
          ...  
561465    27716
561466    27716
561467    27716
561468    27716
561469    27716
Name: underpaid_amount, Length: 561470, dtype: int64","0"
"Create a column called ""part_paid"" which is a boolean. TRUE if on a per case basis, the column ""fully_paid"" AND ""paid_nothing""are equal to FALSE. If Either ""fully_paid"" OR ""paid_nothing"" == TRUE, ""part_paid"" == FALSE. Make sure the value for ""part_paid"" is the same across all rows of a case. ","part_paid","4","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: part_paid, Length: 561470, dtype: bool","No rationale","- 'part_paid' (boolean): TRUE if, for a case, both 'fully_paid' and 'paid_nothing' are FALSE, indicating partial payment was made; FALSE if either 'fully_paid' or 'paid_nothing' is TRUE. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine 'part_paid' for each case
dp['part_paid'] = dp.groupby('case_concept_name').apply(
    lambda x: ~(x['fully_paid'].any() | x['paid_nothing'].any())
).reset_index(drop=True)

# Update the database table with the new column 'part_paid'
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN part_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine 'part_paid' for each case
dp['part_paid'] = ~dp['fully_paid'] & ~dp['paid_nothing']

# Ensure 'part_paid' is consistent across all rows of a case
dp['part_paid'] = dp.groupby('case_concept_name')['part_paid'].transform('any')

# Update the database table with the new column 'part_paid'
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN part_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: part_paid, Length: 561470, dtype: bool","0"
"Create column called ""unresolved"" which is a boolean. TRUE if on a per case basis the column ""fully_paid"" AND ""credit_collected"" AND ""dismissed"" are == FALSE, if any of those columns are TRUE, ""unresolved"" == FALSE. Makse sure the value for ""unresolved"" is the same across all rows of a case.","unresolved","4","0          True
1          True
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: unresolved, Length: 561470, dtype: bool","No rationale","- 'unresolved' (boolean): TRUE if, for a given case, all of 'fully_paid', 'credit_collected', and 'dismissed' are FALSE, indicating the case remains unresolved; FALSE if any of these columns is TRUE. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine if a case is unresolved
dp['unresolved'] = ~dp.groupby('case_concept_name').apply(lambda x: x['fully_paid'].any() or x['credit_collected'].any() or x['dismissed'].any()).reindex(dp['case_concept_name']).reset_index(drop=True)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN unresolved BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0          True
1          True
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: unresolved, Length: 561470, dtype: bool","0"
"Create a column called ""paid_without_obligation"" which is a boolean on a per case basis. TRUE if the column ""obligation_topay_cancelled"" == TRUE AND the column ""fully_paid"" == TRUE. If else ""paid_without_obligation"" == FALSE. Makse sure all values for ""paid_without_obligation"" are the same across all rows of a case.","paid_without_obligation","4","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: paid_without_obligation, Length: 561470, dtype: bool","No rationale","- 'paid_without_obligation' (boolean): TRUE if both 'obligation_topay_cancelled' and 'fully_paid' are TRUE for any row within a case, indicating the fine was paid even though the obligation to pay was cancelled; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create 'paid_without_obligation' column
paid_without_obligation = dp.groupby('case_concept_name').apply(
    lambda x: (x['obligation_topay_cancelled'].astype(bool) & x['fully_paid']).any()
)

# Map the result back to the original dataframe
dp['paid_without_obligation'] = dp['case_concept_name'].map(paid_without_obligation)

# Ensure 'paid_without_obligation' is of boolean type
dp['paid_without_obligation'] = dp['paid_without_obligation'].astype(bool)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN paid_without_obligation BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: paid_without_obligation, Length: 561470, dtype: bool","0"
