"Instruction","Column","df_name","Example","Rationale","Description","PM_Metric","Code 1","Code 2","Code 3","errors","pred_col","num_rows_different"
"Create a column called ""outstanding_balance"", as type int, which is defined as ""amount_last"" + ""expense_sum"" - ""maxtotalPaymentAmount"" for only the last row/event per case (i.e only consider the last row for each case during the calculation), make sure ""outstanding_balance"" is the same for every row in a case.","outstanding_balance","2","0          4600
1          4600
2          8250
3          8250
4          8250
          ...  
561465    27716
561466    27716
561467    27716
561468    27716
561469    27716
Name: outstanding_balance, Length: 561470, dtype: int64","No rationale","- 'outstanding_balance' (int): The calculated balance for each case, defined as the sum of 'amount_last' and 'expense_sum' minus 'maxtotalPaymentAmount', ensuring this value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Calculate 'outstanding_balance' for the last row of each case
last_rows = dp.groupby('case_concept_name').last().reset_index()
last_rows['outstanding_balance'] = last_rows['amount_last'] + last_rows['expense_sum'] - last_rows['maxtotalPaymentAmount']

# Merge the outstanding balance back to the original dataframe
dp = pd.merge(dp, last_rows[['case_concept_name', 'outstanding_balance']], on='case_concept_name', how='left')

# Ensure 'outstanding_balance' is of integer type and has no NaN values
dp['outstanding_balance'] = dp['outstanding_balance'].fillna(0).astype(int)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN outstanding_balance INTEGER"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0          4600
1          4600
2          8250
3          8250
4          8250
          ...  
561465    27716
561466    27716
561467    27716
561468    27716
561469    27716
Name: outstanding_balance, Length: 561470, dtype: int64","0"
"Create a column called ""credit_collected_AND_dismissed"" which is a boolean. Defined as TRUE if per case any of the rows are TRUE in the column ""dismissed"" and TRUE for the column ""credit_collected"". If Else False. Make sure the value for ""credit_collected_AND_dismissed"" is the same across all rows of a case. ","credit_collected_AND_dismissed","2","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: credit_collected_AND_dismissed, Length: 561470, dtype: bool","No rationale","- 'credit_collected_AND_dismissed' (boolean): TRUE if any row within a case has both 'dismissed' and 'credit_collected' as TRUE, indicating that the fine was dismissed and has been sent for credit collection; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine if there is any case where both 'dismissed' and 'credit_collected' are TRUE
credit_collected_and_dismissed = dp.groupby('case_concept_name').apply(
    lambda x: (x['dismissed'].any() and x['credit_collected'].any())
).reset_index(name='credit_collected_AND_dismissed')

# Merge the result back to the original dataframe
dp = pd.merge(dp, credit_collected_and_dismissed, on='case_concept_name', how='left')

# Ensure 'credit_collected_AND_dismissed' is of boolean type
# No need to convert since it is already boolean from the apply function

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN credit_collected_AND_dismissed BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: credit_collected_AND_dismissed, Length: 561470, dtype: bool","0"
"Create a column called ""paid_nothing"" which is a boolean. Defined as TRUE if and only if per case the column ""maxotalPaymentAmount"" is smaller equal to 0. Make sure the value for ""paid_nothing"" is the same across all rows of a case.","paid_nothing","2","0         True
1         True
2         True
3         True
4         True
          ... 
561465    True
561466    True
561467    True
561468    True
561469    True
Name: paid_nothing, Length: 561470, dtype: bool","No rationale","- 'paid_nothing' (boolean): TRUE if the maximum total payment amount for a case is less than or equal to 0, indicating that no payments have been made; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create the 'paid_nothing' column based on the condition for 'maxtotalPaymentAmount'
dp['paid_nothing'] = dp['maxtotalPaymentAmount'] <= 0

# Ensure 'paid_nothing' is of boolean type
# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN paid_nothing BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         True
1         True
2         True
3         True
4         True
          ... 
561465    True
561466    True
561467    True
561468    True
561469    True
Name: paid_nothing, Length: 561470, dtype: bool","0"
"Create a column called ""appeal_judge_cancelled"" which is a boolean on a per case basis. TRUE if the column ""appealed_to_judge"" == TRUE AND the column ""dismissed_by_judge"" == FALSE, if else ""appeal_judge_cancelled"" == FALSE. Make sure all values of ""appeal_judge_cancelled"" are the same across all rows of a case.","appeal_judge_cancelled","2","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: appeal_judge_cancelled, Length: 561470, dtype: bool","No rationale","No description","0.0","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create the 'appeal_judge_cancelled' column based on the conditions
appeal_judge_cancelled = (dp['appealed_to_judge'] & ~dp['dismissed_by_judge'])

# Map the result back to the original dataframe to ensure it's the same for every row in a case
dp['appeal_judge_cancelled'] = dp.groupby('case_concept_name')[appeal_judge_cancelled].transform('max')

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN appeal_judge_cancelled BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[""'Columns not found: False, True'\\nStack trace:\\nLine 13: dp['appeal_judge_cancelled'] = dp.groupby('case_concept_name')[appeal_judge_cancelled].transform('max')""]","error","561470"
"Create a column called ""appeal_prefecture_cancelled"" which is a boolean on a per case basis. TRUE if the column ""appealed_to_prefecture"" == TRUE AND the column ""dismissed_by_prefecture"" == FALSE, if else ""appeal_prefecture_cancelled"" == FALSE. Make sure all values of ""appeal_prefecture_cancelled"" are the same across all rows of a case.","appeal_prefecture_cancelled","2","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: appeal_prefecture_cancelled, Length: 561470, dtype: bool","No rationale","No description","0.0","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create the 'appeal_prefecture_cancelled' column based on the conditions specified
# TRUE if appealed_to_prefecture is TRUE AND dismissed_by_prefecture is FALSE

appeal_prefecture_cancelled = (dp['appealed_to_prefecture'] & ~dp['dismissed_by_prefecture'])

# Map the result back to the original dataframe to ensure it's consistent across all rows in a case
dp['appeal_prefecture_cancelled'] = dp.groupby('case_concept_name')[appeal_prefecture_cancelled].transform('max')

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN appeal_prefecture_cancelled BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[""'Columns not found: False, True'\\nStack trace:\\nLine 15: dp['appeal_prefecture_cancelled'] = dp.groupby('case_concept_name')[appeal_prefecture_cancelled].transform('max')""]","error","561470"
"Create a column called ""fully_paid"" which is a boolean, TRUE if ""outstanding_balance"" <= 0, if else FALSE, for every case in the event log, make sure ""fully_paid"" is the same for every row in a case","fully_paid","3","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: fully_paid, Length: 561470, dtype: bool","No rationale","- 'fully_paid' (boolean): TRUE if the 'outstanding_balance' for a case is less than or equal to 0, indicating that the case is fully paid; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine if each case is fully paid based on the outstanding_balance
fully_paid_cases = (dp['outstanding_balance'] <= 0).groupby(dp['case_concept_name']).any().reset_index(name='fully_paid')

# Merge the fully_paid status back to the original dataframe
dp = pd.merge(dp, fully_paid_cases, on='case_concept_name', how='left')

# Ensure 'fully_paid' is of boolean type
dp['fully_paid'] = dp['fully_paid'].astype(bool)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN fully_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: fully_paid, Length: 561470, dtype: bool","0"
"Create a column called ""overpaid"" which is a boolean. TRUE if on a per case basis, the column ""outstanding_balance"" is smaller than 0. False if else. Make sure the value for ""overpaid"" is the same across all rows of a case.","overpaid","3","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: overpaid, Length: 561470, dtype: bool","No rationale","- 'overpaid' (boolean): TRUE if the 'outstanding_balance' for a case is less than 0, indicating that the case has been overpaid; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine if a case is overpaid based on the outstanding_balance
# Assuming 'outstanding_balance' is already calculated and present in the dataframe

dp['overpaid'] = dp['outstanding_balance'] < 0

# Ensure 'overpaid' is of boolean type
# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN overpaid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: overpaid, Length: 561470, dtype: bool","0"
"Create a column called ""underpaid"" which is a boolean. TRUE if on a per case basis, the column ""outstanding_balance"" is larger than 0. False if else. Make sure the value for ""underpaid"" is the same across all rows of a case.","underpaid","3","0         True
1         True
2         True
3         True
4         True
          ... 
561465    True
561466    True
561467    True
561468    True
561469    True
Name: underpaid, Length: 561470, dtype: bool","No rationale","- 'underpaid' (boolean): TRUE if there is any outstanding balance greater than 0 for a case, indicating that the case has not been fully paid; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create the 'underpaid' column based on the 'outstanding_balance'
dp['underpaid'] = dp.groupby('case_concept_name')['outstanding_balance'].transform(lambda x: (x > 0).any())

# Convert 'underpaid' to boolean type
# Update the database table with the new column 'underpaid'
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN underpaid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         True
1         True
2         True
3         True
4         True
          ... 
561465    True
561466    True
561467    True
561468    True
561469    True
Name: underpaid, Length: 561470, dtype: bool","0"
"Create a column called ""credit_collected_AND_fully_paid"" which is a boolean. Defined as TRUE if per case any of the rows are TRUE in the column ""fully_paid"" and TRUE for the column ""credit_collected"". If Else False. Make sure the value for ""credit_collected_AND_fully_paid"" is the same across all rows of a case. ","credit_collected_AND_fully_paid","4","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: credit_collected_AND_fully_paid, Length: 561470, dtype: bool","No rationale","- 'credit_collected_AND_fully_paid' (boolean): TRUE if any row in a case has both 'fully_paid' and 'credit_collected' as TRUE, indicating that the fine has been fully paid and collected; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine if any rows in a case are both fully_paid and credit_collected
credit_collected_and_fully_paid = dp.groupby('case_concept_name').apply(
    lambda x: (x['fully_paid'] & x['credit_collected']).any()
).reset_index(name='credit_collected_AND_fully_paid')

# Merge the result back to the original dataframe
dp = pd.merge(dp, credit_collected_and_fully_paid, on='case_concept_name', how='left')

# Ensure 'credit_collected_AND_fully_paid' is of boolean type
# No need to fillna as it is already boolean from the merge

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN credit_collected_AND_fully_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: credit_collected_AND_fully_paid, Length: 561470, dtype: bool","0"
"Create a column called ""dismissed_AND_fully_paid"" which is a boolean. Defined as TRUE if per case any of the rows are TRUE in the column ""dismissed"" and TRUE for the column ""fully_paid"". If Else False. Make sure the value for ""dismissed_AND_fully_paid"" is the same across all rows of a case. ","dismissed_AND_fully_paid","4","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: dismissed_AND_fully_paid, Length: 561470, dtype: bool","No rationale","- 'dismissed_AND_fully_paid' (boolean): TRUE if any row in a case has both 'dismissed' and 'fully_paid' as TRUE, indicating that the fine has been dismissed and fully paid; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Determine if any row in a case is both dismissed and fully paid
case_dismissed_fully_paid = dp.groupby('case_concept_name').apply(lambda x: (x['dismissed'] & x['fully_paid']).any()).reset_index(name='dismissed_AND_fully_paid')

# Merge the result back to the original dataframe
dp = pd.merge(dp, case_dismissed_fully_paid, on='case_concept_name', how='left')

# Ensure 'dismissed_AND_fully_paid' is of boolean type

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN dismissed_AND_fully_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: dismissed_AND_fully_paid, Length: 561470, dtype: bool","0"
"Create a column called ""overpaid_amount"" which is an integer. Defined as 0 if the column ""overpaid"" == FALSE. If ""overpaid"" == TURE it is the difference between 0 and the column ""outstanding_balance"" (take the absolute value to avoid negative values. Make sure the value for ""overpaid_amount"" is the same across all rows of a case.","overpaid_amount","4","0         0
1         0
2         0
3         0
4         0
         ..
561465    0
561466    0
561467    0
561468    0
561469    0
Name: overpaid_amount, Length: 561470, dtype: int64","No rationale","- 'overpaid_amount' (int): The absolute value of the 'outstanding_balance' if 'overpaid' is TRUE; otherwise, it is set to 0. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Calculate 'overpaid_amount' based on the 'overpaid' and 'outstanding_balance' columns
# If 'overpaid' is True, take the absolute value of the negative outstanding balance; otherwise, set to 0

dp['overpaid_amount'] = dp.apply(lambda x: abs(x['outstanding_balance']) if x['overpaid'] else 0, axis=1)

# Ensure 'overpaid_amount' is of integer type
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN overpaid_amount INTEGER"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         0
1         0
2         0
3         0
4         0
         ..
561465    0
561466    0
561467    0
561468    0
561469    0
Name: overpaid_amount, Length: 561470, dtype: int64","0"
"Create a column called ""underpaid_amount"" which is a integer. Defined as 0 if the column ""underpaid"" == FALSE. If ""underpaid"" == TURE it is equal to the value of the column ""outstanding_balance"". Make sure the value for ""underpaid_amount"" is the same across all rows of a case.","underpaid_amount","4","0          4600
1          4600
2          8250
3          8250
4          8250
          ...  
561465    27716
561466    27716
561467    27716
561468    27716
561469    27716
Name: underpaid_amount, Length: 561470, dtype: int64","No rationale","- 'underpaid_amount' (int): The value of 'outstanding_balance' if 'underpaid' is TRUE; otherwise, it is set to 0. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create 'underpaid_amount' based on the 'underpaid' column
underpaid_amounts = dp.groupby('case_concept_name').apply(lambda x: x['outstanding_balance'].where(x['underpaid'], 0).max()).reset_index(name='underpaid_amount')

# Merge the underpaid_amount back to the original dataframe
dp = pd.merge(dp, underpaid_amounts, on='case_concept_name', how='left')

# Ensure 'underpaid_amount' is of integer type and has no NaN values
dp['underpaid_amount'] = dp['underpaid_amount'].fillna(0).astype(int)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN underpaid_amount INTEGER"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0          4600
1          4600
2          8250
3          8250
4          8250
          ...  
561465    27716
561466    27716
561467    27716
561468    27716
561469    27716
Name: underpaid_amount, Length: 561470, dtype: int64","0"
"Create a column called ""part_paid"" which is a boolean. TRUE if on a per case basis, the column ""fully_paid"" AND ""paid_nothing""are equal to FALSE. If Either ""fully_paid"" OR ""paid_nothing"" == TRUE, ""part_paid"" == FALSE. Make sure the value for ""part_paid"" is the same across all rows of a case. ","part_paid","4","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: part_paid, Length: 561470, dtype: bool","No rationale","- 'part_paid' (boolean): TRUE if both 'fully_paid' and 'paid_nothing' are FALSE for a case, indicating that some payment has been made; FALSE if either 'fully_paid' or 'paid_nothing' is TRUE. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Calculate 'part_paid' based on 'fully_paid' and 'paid_nothing'
dp['part_paid'] = ~(dp['fully_paid'] | dp['paid_nothing'])

# Update the database table with the new column 'part_paid'
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN part_paid BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: part_paid, Length: 561470, dtype: bool","0"
"Create column called ""unresolved"" which is a boolean. TRUE if on a per case basis the column ""fully_paid"" AND ""credit_collected"" AND ""dismissed"" are == FALSE, if any of those columns are TRUE, ""unresolved"" == FALSE. Makse sure the value for ""unresolved"" is the same across all rows of a case.","unresolved","4","0          True
1          True
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: unresolved, Length: 561470, dtype: bool","No rationale","- 'unresolved' (boolean): TRUE if for a case, the columns 'fully_paid', 'credit_collected', and 'dismissed' are all FALSE; FALSE if any of these columns are TRUE. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create the 'unresolved' column based on the conditions provided
unresolved_cases = dp.groupby('case_concept_name').apply(lambda x: (not x['fully_paid'].any()) and (not x['credit_collected'].any()) and (not x['dismissed'].any())).reset_index(name='unresolved')

# Merge the unresolved results back to the original dataframe
dp = pd.merge(dp, unresolved_cases, on='case_concept_name', how='left')

# Ensure 'unresolved' is of boolean type
dp['unresolved'] = dp['unresolved'].astype(bool)

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN unresolved BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0          True
1          True
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: unresolved, Length: 561470, dtype: bool","0"
"Create a column called ""paid_without_obligation"" which is a boolean on a per case basis. TRUE if the column ""obligation_topay_cancelled"" == TRUE AND the column ""fully_paid"" == TRUE. If else ""paid_without_obligation"" == FALSE. Makse sure all values for ""paid_without_obligation"" are the same across all rows of a case.","paid_without_obligation","4","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: paid_without_obligation, Length: 561470, dtype: bool","No rationale","- 'paid_without_obligation' (boolean): TRUE if the obligation to pay is cancelled and the case is fully paid; FALSE otherwise. This value is consistent across all rows within the same case.","True","
import pandas as pd
query = 'SELECT * FROM event_log'
dp = pd.read_sql_query(query, conn, parse_dates=['time_timestamp'])
for cols in dp.columns:
    if dp[cols].isin([0,1]).all() and not cols.endswith(""_count""):
        dp[cols] = dp[cols].astype(bool)

# Create the 'paid_without_obligation' column based on the conditions
paid_without_obligation = (dp['obligation_topay_cancelled'] == True) & (dp['fully_paid'] == True)

# Group by 'case_concept_name' and determine the value for each case
case_paid_without_obligation = paid_without_obligation.groupby(dp['case_concept_name']).transform('any')

# Assign the computed values back to the dataframe
dp['paid_without_obligation'] = case_paid_without_obligation

# Ensure 'paid_without_obligation' is of boolean type

# Update the database table with the new column
cur = conn.cursor()
cur.execute(""ALTER TABLE event_log ADD COLUMN paid_without_obligation BOOLEAN"")
dp.to_sql('temp_table', conn, if_exists='replace', index=False)
conn.commit()
","No code","No code","[]","0         False
1         False
2         False
3         False
4         False
          ...  
561465    False
561466    False
561467    False
561468    False
561469    False
Name: paid_without_obligation, Length: 561470, dtype: bool","0"
